"2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"26,664,879","31,525,744","33,132,943","34,201,705","35,977,359","41,293,702","43,524,289","45,479,732","45,167,790","49,159,805","52,300,144"
